Ticker , Date,open,close, Volume, High, Low, PercentageChange
, 2021-11-08,,,1128004,669.66,663,0.034447124
, 2021-11-09,,,2038209,665.8099,645.86,2.367310012
, 2021-11-10,,,1271194,652.57,642.1,0.991364049
, 2021-11-11,,,1286806,658.4725,647.16,1.323554337
, 2021-11-14,,,1077608,663.665,655.19,0.206570773
, 2021-11-15,,,1421950,673.7449,658.99,1.803865643
, 2021-11-16,,,1221871,672.7367,662.84,0.162260331
, 2021-11-17,,,1494358,676.55,665.08,0.050699353
, 2021-11-18,,,3093812,699.5,678.91,1.043654405
, 2021-11-21,,,2285511,699.54,672.66,3.260924204
, 2021-11-22,,,2504127,667.5699,648.61,0.370678592
, 2021-11-23,,,2426821,668.87,647.14,1.904456948
, 2021-11-25,,,2203960,683.9999,659.68,1.216391604
, 2021-11-28,,,2728844,691.36,665.77,2.917664671
, 2021-11-29,,,4703616,694.89,667.83,2.527574867
, 2021-11-30,,,2832765,678.78,656.28,2.75
, 2021-12-01,,,2675408,674.845,653.62,2.428538761
, 2021-12-02,,,6721841,662.09,604.3,6.316669199
, 2021-12-05,,,3170342,625.9,605.725,0.740116929
, 2021-12-06,,,3943536,655.22,640.05,0.895197279
, 2021-12-07,,,2416232,654.65,641.61,0.896029662
, 2021-12-08,,,2550690,655.72,630.88,2.819086831
, 2021-12-09,,,2848975,654.97,635.1,2.557472615
, 2021-12-12,,,3829357,675.21,650.9784,0.84715903
, 2021-12-13,,,5934156,636,599.1,3.22651725
, 2021-12-14,,,4288818,631.25,604.6199,2.332943698
, 2021-12-15,,,10961245,591.5773,556.1501,2.128284924
, 2021-12-16,,,8014024,566.99,545.135,1.669345864
, 2021-12-19,,,3441126,557.27,543.5,0.762449369
, 2021-12-20,,,4104714,559.89,538.05,1.199833004
, 2021-12-21,,,3276208,564.92,552.24,0.656791005
, 2021-12-22,,,2147722,572.57,566.1601,0.116001125
, 2021-12-26,,,1980504,580.88,572.09,0.459098497
, 2021-12-27,,,2108375,582.88,568.35,2.312813122
, 2021-12-28,,,2484190,576.96,562.78,0.704499388
, 2021-12-29,,,1564633,578.99,566.04,0.007010533
, 2021-12-30,,,1581578,570.17,565.07,0.515789474
, 2022-01-02,,,2863488,575,553.2673,0.402364775
, 2022-01-03,,,4336555,564.3,541.31,1.755630431
, 2022-01-04,,,7394814,538.745,514,3.844859813
, 2022-01-05,,,3909392,526.31,508.2,0.807843137
, 2022-01-06,,,3602161,520.42,504,0.576256668
, 2022-01-09,,,5429694,526.58,497.01,5.166
, 2022-01-10,,,3422161,535.18,520.9821,0.825168446
, 2022-01-11,,,2901791,541.59,529.28,0.135061622
, 2022-01-12,,,3406500,535.265,516.32,2.878508887
, 2022-01-13,,,2659825,522.5715,511.27,1.187583821
, 2022-01-17,,,3461507,519.39,504.98,0.577989381
, 2022-01-18,,,2985891,528.9179,515.3,0.019361834
, 2022-01-19,,,3208136,532.025,509.64,2.207205483
, 2022-01-20,,,4276067,513.8624,499.2701,1.689282203
, 2022-01-23,,,7555213,520.43,483.31,5.821980573
, 2022-01-24,,,4051522,514.26,500.01,0.551917865
, 2022-01-25,,,4449496,520.49,494.22,2.56614786
, 2022-01-26,,,5830522,513.23,485.62,3.122175502
, 2022-01-27,,,4333427,519,480.62,4.871560875
, 2022-01-30,,,3995098,534.94,514.39,2.951944198
, 2022-01-31,,,2294434,538.77,527.72,0.003731343
, 2022-02-01,,,2494142,540.46,529.3201,0.589277389
, 2022-02-02,,,3058710,525.18,508.75,2.302675617
, 2022-02-03,,,2583714,519.97,503.77,1.939377097
, 2022-02-06,,,3120737,516,500.95,1.724806202
, 2022-02-07,,,3205743,513.51,501.07,1.929709148
, 2022-02-08,,,2542201,522.48,515.06,0.269049678
, 2022-02-09,,,4735802,514.4799,492.28,2.570461345
, 2022-02-10,,,5026970,499.93,472.8952,4.81000964
, 2022-02-13,,,3372122,478.57,469.2101,0.171174979
, 2022-02-14,,,3745338,482.5337,472.39,0.628702203
, 2022-02-15,,,3750472,480.21,467.27,0.254992287
, 2022-02-16,,,4021128,476.45,456.05,3.261191191
, 2022-02-17,,,5194162,459.3,441.77,3.516536223
, 2022-02-21,,,4287637,451.09,435.05,0.442829567
, 2022-02-22,,,4263021,449.59,428.06,4.093528072
, 2022-02-23,,,6448772,465.93,416.8124,10.80532263
, 2022-02-24,,,2869739,468.5199,456.015,0.032231032
, 2022-02-27,,,3302341,468.48,458.86,1.141868512
, 2022-02-28,,,3352760,479.21,462.92,0.282051282
, 2022-03-01,,,2948450,477.49,466.04,0.16103742
, 2022-03-02,,,2906318,476.05,455.445,3.520164765
, 2022-03-03,,,2752177,463.52,447,0.737667128
, 2022-03-06,,,3676072,457.68,437.18,4.000263031
, 2020-12-09,,,70447537,165,141.25,0.883561644
, 2020-12-10,,,26980830,151.5,135.1,4.981235073
, 2020-12-13,,,16966089,135.3,125.1601,3.703703704
, 2020-12-14,,,10914432,127.6,121.5,1.491830452
, 2020-12-15,,,20409551,142,124.91,9.663832154
, 2020-12-16,,,15054725,152.4499,142.67,2.832167832
, 2020-12-17,,,15954235,159,150.3,4.553216125
, 2020-12-20,,,17787120,172,145.11,4.964265018
, 2020-12-21,,,9886633,174.97,161.05,4.005882353
, 2020-12-22,,,5852486,168.25,155.5,2.95042739
, 2020-12-23,,,3621360,162.79,154.1124,2.714249812
, 2020-12-27,,,6229179,163.64,147.52,6.05296343
, 2020-12-28,,,5402266,151.6511,143.12,0
, 2020-12-29,,,3462445,152.813,145.6,1.922822783
, 2020-12-30,,,2795813,147.89,144.51,0.068073519
, 2021-01-03,,,6409884,151.005,137,7.841578913
, 2021-01-04,,,5974246,149,137.25,7.246167197
, 2021-01-05,,,4213936,148.35,141.11,2.044596913
, 2021-01-06,,,4482769,154.42,145.2614,3.347680536
, 2021-01-07,,,4615625,155.54,147.2501,2.398175301
, 2021-01-10,,,2801867,150.5,144.02,0.094600987
, 2021-01-11,,,8145892,163.88,143.61,8.589951378
, 2021-01-12,,,12529711,178.6199,159.35,5.708600211
, 2021-01-13,,,9926539,187.42,174.9754,2.825566822
, 2021-01-14,,,8575682,185.995,164.8601,8.294506447
, 2021-01-18,,,4683615,178.6,166.6001,0.398843931
, 2021-01-19,,,8517416,176.31,161,8.056360434
, 2021-01-20,,,17618431,183.47,155.33,9.339959998
, 2021-01-21,,,7136811,185.3066,175.19,2.12252232
, 2021-01-24,,,7472659,192.47,170.03,4.579414136
, 2021-01-25,,,6460904,193,177.3,7.077777778
, 2021-01-26,,,11019727,216,185.5,7.253250906
, 2021-01-27,,,7077661,212.84,187.05,7.51727542
, 2021-01-28,,,4529815,193.4999,179.31,3.712442976
, 2021-01-31,,,3877389,188.82,179.74,3.755221215
, 2021-02-01,,,4413624,186.4794,177.11,2.210457374
, 2021-02-02,,,4168965,190.9,180,2.055170898
, 2021-02-03,,,3637039,195.99,186.19,4.666702304
, 2021-02-04,,,2869659,197.25,190.2501,0.85786802
, 2021-02-07,,,3492593,201.96,191.5001,0.250087531
, 2021-02-08,,,4725841,209.22,196.16,0.339703208
, 2021-02-09,,,5257239,214.7163,202.097,3.00759198
, 2021-02-10,,,3595183,219.94,207,1.56440281
, 2021-02-11,,,3041744,216.94,209,0.828974278
, 2021-02-15,,,3487929,218.78,209.09,2.950425453
, 2021-02-16,,,4090619,208.765,196.02,2.458343395
, 2021-02-17,,,2791419,200.36,192.17,0.487412693
, 2021-02-18,,,2605751,205.55,200.18,1.412110811
, 2021-02-21,,,3674223,205,193.5,2.670652715
, 2021-02-22,,,5902404,191.67,175,0.746031746
, 2021-02-23,,,5983538,208.145,189,4.827730652
, 2021-02-24,,,11568492,199.8,180,7.775695254
, 2021-02-25,,,19368608,214.1,185.75,6.267380781
, 2021-02-28,,,15798527,199.69,192.62,0.30640384
, 2021-03-01,,,9144947,200,188.5,2.92899862
, 2021-03-02,,,10592934,188.48,178.8001,3.513932716
, 2021-03-03,,,9993671,183.8999,170.87,0.890058218
, 2021-03-04,,,8788544,183.5,161.9,1.484768792
, 2021-03-07,,,4988473,186.4,177.0301,0.454241401
, 2021-03-08,,,6079925,189.46,180.72,1.01627115
, 2021-03-09,,,6145645,191,181.55,0.42260389
, 2021-03-10,,,6031244,201,188.5,4.196945761
, 2021-03-11,,,5556463,208.7,192.2,5.334488205
, 2021-03-14,,,4287470,213.7399,203.8101,0.215521356
, 2021-03-15,,,4605572,215.49,198.18,4.351776577
, 2021-03-16,,,3781866,203.46,194.44,2.92899862
, 2021-03-17,,,3729507,199.8999,190.68,2.718495935
, 2021-03-18,,,4444583,196.49,187.81,0.714988861
, 2021-03-21,,,3740448,203.3,194.71,0.93980188
, 2021-03-22,,,3460590,196.7496,185.7401,4.276214834
, 2021-03-23,,,3756097,189.78,178.51,5.37037037
, 2021-03-24,,,5264100,179.54,170.5,1.767764298
, 2021-03-25,,,3562912,181,168,2.250973987
, 2021-03-28,,,4508821,185.46,173.5,4.071624088
, 2021-03-29,,,2903262,185.23,178.38,0.411296956
, 2021-03-30,,,3079510,192.275,185.1301,1.353610527
, 2021-03-31,,,2921447,193.99,185.37,2.212987013
, 2021-04-04,,,2591425,192.1,185.81,2.593133674
, 2021-04-05,,,3520634,194.48,187.52,0.70482247
, 2021-04-06,,,6663462,190.62,179.47,4.984686873
, 2021-04-07,,,2625274,183.9,179.3,0.808101828
, 2021-04-08,,,2910167,182.46,177.25,0.066807705
, 2021-04-11,,,2619833,181.49,176.25,1.775378451
, 2021-04-12,,,3573584,178.61,172.14,1.53196588
, 2021-04-13,,,2938566,181.4665,175.31,1.710306407
, 2021-04-14,,,2894865,178.24,174.25,0.93220339
, 2021-04-15,,,3058294,179.51,172.94,1.52154485
, 2021-04-18,,,3125736,178.72,171.5,1.545228965
, 2021-04-19,,,4574999,175,165.52,2.086684782
, 2021-04-20,,,3878608,170.32,164.12,0.606817776
, 2021-04-21,,,3856499,176.92,168.43,1.317585613
, 2021-04-22,,,3335128,178.25,172,0.769608002
, 2021-04-25,,,2549403,176.0305,171.07,0.188345414
, 2021-04-26,,,2882972,179.61,174.8,1.007406112
, 2021-04-27,,,2409708,181.67,173.351,3.189057832
, 2021-04-28,,,3116021,183.22,173.35,2.774281806
, 2021-04-29,,,3579957,176.45,172.01,0.169649747
, 2021-05-02,,,3149738,173.44,167.8,2.933194757
, 2021-05-03,,,4658011,169.04,161.96,1.128398938
, 2021-05-04,,,3590067,170.18,162.12,4.116952156
, 2021-05-05,,,8528976,162.105,150.7,5.107775925
, 2021-05-06,,,7133990,157.0543,148.78,3.380191693
, 2021-05-09,,,5827152,150.5,144.52,2.364790906
, 2021-05-10,,,8257386,144.35,136.01,2.609633357
, 2021-05-11,,,5307514,144.77,138.75,0.461320085
, 2021-05-12,,,13005365,142.3286,131.28,4.569420035
, 2021-05-13,,,20205381,142.25,131.67,2.556653109
, 2021-05-16,,,39754929,137.79,130.2532,3.394815546
, 2021-05-17,,,18555649,138.4,131.49,0.76119403
, 2021-05-18,,,15565537,138.38,129.71,6.340900346
, 2021-05-19,,,8898573,138.89,135.65,1.900480126
, 2021-05-20,,,10056483,137.17,132.88,1.347491761
, 2021-05-23,,,8543614,137.98,134.39,0.302583026
, 2021-05-24,,,10428856,137.85,133.56,2.481804949
, 2021-05-25,,,8179216,135.76,133.7208,0.14080332
, 2021-05-26,,,21270189,143.82,134.5,5.996890501
, 2021-05-27,,,12000561,145,140.25,3.011881735
, 2021-05-31,,,16552092,146.0889,141.59,0.291889638
, 2021-06-01,,,16245118,152.7,144.4,3.887168903
, 2021-06-02,,,11083344,151.12,143.8,3.58408559
, 2021-06-03,,,8534867,151.57,145,3.360076802
, 2021-06-06,,,7780222,150.96,146.4,1.318229995
, 2021-06-07,,,7125810,150.75,145.8,2.383798141
, 2021-06-08,,,5606457,149.36,144.46,2.50387023
, 2021-06-09,,,9482482,147.45,141.04,2.792824481
, 2021-06-10,,,4819914,148.95,145.2001,1.761842737
, 2021-06-13,,,6107480,149.6,146.85,0.02680067
, 2021-06-14,,,12007681,153.74,148.84,1.72922252
, 2021-06-15,,,9632778,152.35,146.92,1.19244783
, 2021-06-16,,,8171295,152.29,148.6116,1.147728035
, 2021-06-17,,,11628917,154.8,149.4,1.423061577
, 2021-06-20,,,7830208,152.61,145.83,1.848937844
, 2021-06-21,,,5790390,151.6468,148.4,0.046744574
, 2021-06-22,,,9335718,154.59,147.8,1.215277778
, 2021-06-23,,,8173384,153.6272,149.86,1.270714613
, 2021-06-24,,,6452449,153.17,149.28,1.031541361
, 2021-06-27,,,6450955,150.93,147.08,0.891565454
, 2021-06-28,,,7478999,149.94,145.77,2.450751252
, 2021-06-29,,,9798633,154.09,144.245,5.218317359
, 2021-06-30,,,9788859,157.41,151.41,0.919093851
, 2021-07-01,,,4844712,154.95,149.56,2.00900137
, 2021-07-05,,,5069422,152.8,147.8101,1.139392324
, 2021-07-06,,,5638621,148.94,143.6,2.990212622
, 2021-07-07,,,4727157,143.73,139.53,1.495406964
, 2021-07-08,,,7065139,150.26,143.3,4.424284717
, 2021-07-11,,,3276273,150.42,146.01,1.543727767
, 2021-07-12,,,5871457,147.695,143,2.901249196
, 2021-07-13,,,8545476,144.2,139.04,3.31572362
, 2021-07-14,,,6570868,140.52,136.54,1.207069981
, 2021-07-15,,,6094631,139.7899,133.51,3.85138521
, 2021-07-18,,,7200071,133.77,130.31,0.395858709
, 2021-07-19,,,6274608,137.435,131.7,2.516007533
, 2021-07-20,,,5249951,140.15,135.725,1.85794748
, 2021-07-21,,,4628360,141.2898,137.66,1.287991065
, 2021-07-22,,,2811110,140,137.41,0.765379113
, 2021-07-25,,,6489516,142.19,137.2,2.062818946
, 2021-07-26,,,5113147,142.52,138.31,0.230080351
, 2021-07-27,,,4466785,143.73,141.03,1.408251362
, 2021-07-28,,,4994250,145,141.71,0.122801546
, 2021-07-29,,,4167130,144.69,141.74,1.594356261
, 2021-08-01,,,4497437,146.27,143.4,1.140076469
, 2021-08-02,,,5491010,147.79,143.2801,1.406906187
, 2021-08-03,,,4631430,147.46,145.01,1.585113715
, 2021-08-04,,,4737513,150.41,146.3993,2.488579805
, 2021-08-05,,,4043474,150.19,147.55,0.671185986
, 2021-08-08,,,5541924,151,148.7,0.470619874
, 2021-08-09,,,5149830,150.76,147.85,0.947343755
, 2021-08-10,,,6717728,149.2796,145.1576,0.420225024
, 2021-08-11,,,8925109,151.68,146.55,1.538358189
, 2021-08-12,,,16789079,152.76,144.51,4.159279967
, 2021-08-15,,,7720442,152.03,144.9,2.250148036
, 2021-08-16,,,7855110,148.2,143.58,0.75862069
, 2021-08-17,,,5190073,148.68,141.7,1.88862658
, 2021-08-18,,,4732393,145.28,141.92,0.793305826
, 2021-08-19,,,2996182,143.949,141.5,1.197183099
, 2021-08-22,,,4727431,147.6299,144.15,1.304347826
, 2021-08-23,,,22096778,161.98,146.5,9.80952381
, 2021-08-24,,,7267704,163.0587,158,0.99896702
, 2021-08-25,,,7242951,159.4999,151.45,4.148361993
, 2021-08-26,,,4818820,156.44,151.45,1.266986752
, 2021-08-29,,,3968745,157.49,151.92,1.042678583
, 2021-08-30,,,7403951,158.15,153.58,0.60920867
, 2021-08-31,,,4324746,158.64,154.29,1.130198915
, 2021-09-01,,,3302257,159.4601,156.5,0.447284345
, 2021-09-02,,,4460935,160.64,157.2,0.031635558
, 2021-09-06,,,11198573,165.735,159.55,3.305785124
, 2021-09-07,,,5866501,166.55,161.6,0.428842737
, 2021-09-08,,,5935754,166.97,160.83,1.840490798
, 2021-09-09,,,3985251,168.2356,165.01,1.048218029
, 2021-09-12,,,7619438,162.99,154.79,0.043681747
, 2021-09-13,,,4717675,164.7,159.41,1.64322171
, 2021-09-14,,,5724569,166.63,160.49,2.495071464
, 2021-09-15,,,6094825,169.45,165.04,1.74875953
, 2021-09-16,,,20024675,170,163.61,1.600708801
, 2021-09-19,,,6846832,166.54,159.445,0.369822485
, 2021-09-20,,,8592501,170.01,162.96,3.225609756
, 2021-09-21,,,4353595,171.81,167.3713,0.040757681
, 2021-09-22,,,5370786,176,170.5001,2.086855144
, 2021-09-23,,,4084868,176.96,173.61,0.773505988
, 2021-09-26,,,3551430,176.319,172.02,0.422857143
, 2021-09-27,,,4362803,173.56,166.9,2.281244294
, 2021-09-28,,,2786283,171.2207,166.5504,1.193415638
, 2021-09-29,,,2700685,169.5,165.71,0.208209399
, 2021-09-30,,,4963044,173.2,168.55,1.585344372
, 2021-10-03,,,4459382,172.26,164.03,4.354904355
, 2021-10-04,,,4340100,166.59,162.43,0.561356914
, 2021-10-05,,,2461482,167.32,160.63,3.630956069
, 2021-10-06,,,2119612,171.27,168.6,0.235294118
, 2021-10-07,,,2292579,174.0999,169.48,0.076425632
, 2021-10-10,,,2046310,171.5402,166.63,1.958823529
, 2021-10-11,,,6028098,175.9,171.23,0.032195601
, 2021-10-12,,,3523610,175.19,171.8,0.335260116
, 2021-10-13,,,4145257,176.75,170.04,2.704861904
, 2021-10-14,,,3592734,172.95,168.58,1.5823153
, 2021-10-17,,,2793704,172.7,167.11,2.87761194
, 2021-10-18,,,2776646,172.81,170.06,1.060439242
, 2021-10-19,,,2687022,171.94,168.2,0.176408326
, 2021-10-20,,,2889355,171.53,167.7,0.843417675
, 2021-10-21,,,2985991,169.44,165.16,1.571175428
, 2021-10-24,,,2620794,170.3289,166.65,1.52978583
, 2021-10-25,,,2937893,172.0003,167.9,0.4342723
, 2021-10-26,,,3009842,172.65,168.88,0.960524775
, 2021-10-27,,,2143659,171.85,168.71,0.881316099
, 2021-10-28,,,2294417,171.39,168.8486,0.425929167
, 2021-10-31,,,4401097,175.44,170.5,2.404692082
, 2021-11-01,,,3292058,175.3,170.58,1.188911117
, 2021-11-02,,,2813068,173.75,170.93,0.570132061
, 2021-11-03,,,9664613,179.435,173.96,1.420858198
, 2021-11-04,,,27326921,203.295,185.9441,8.310502283
, 2021-11-07,,,12855319,211.3361,199.75,1.4900418
, 2021-11-08,,,9056091,201.5,187.5,3.355837967
, 2021-11-09,,,6704083,195,189.28,1.046102087
, 2021-11-10,,,5899031,197.93,190.77,1.839139344
, 2021-11-11,,,12057833,208.16,192.06,7.313017951
, 2021-11-14,,,7479309,209.24,204.16,0.489815713
, 2021-11-15,,,4431316,209.93,203.47,0.705287222
, 2021-11-16,,,6383375,212.5838,198.4,3.811594203
, 2021-11-17,,,4588086,205,196,2.503260761
, 2021-11-18,,,8185488,199.36,190.5,0.09155646
, 2021-11-21,,,12626362,190.76,176.72,4.573618988
, 2021-11-22,,,6456729,183.73,175.25,1.586202747
, 2021-11-23,,,4763328,182.78,175,2.425553721
, 2021-11-25,,,6044126,174.64,167.04,3.636146876
, 2021-11-28,,,5317368,180.7,175.9,1.809136137
, 2021-11-29,,,10682739,180.64,170.921,2.190980981
, 2021-11-30,,,7657589,180.13,162.03,6.281248204
, 2021-12-01,,,5687601,170.295,160.49,5.106593951
, 2021-12-02,,,6450855,170.73,162.14,1.319682803
, 2021-12-05,,,9813848,181.93,162.85,8.115378867
, 2021-12-06,,,6261558,187.5,182.02,1.330747266
, 2021-12-07,,,4218671,187.5,182.14,0.26344086
, 2021-12-08,,,3518025,185.302,179.28,0.345982756
, 2021-12-09,,,3980441,181.1,175.8535,1.274207129
, 2021-12-12,,,7263664,180,168.89,4.044880785
, 2021-12-13,,,5660417,169.91,164.5,0.200834235
, 2021-12-14,,,6678543,168.9599,160.18,0.298198343
, 2021-12-15,,,9415120,167.73,153.6,5.936842105
, 2021-12-16,,,24056590,158.31,149.44,2.12779718
, 2021-12-19,,,4639263,158.48,151,4.015612596
, 2021-12-20,,,6293459,167.275,158.37,3.862068966
, 2021-12-21,,,4802483,170.68,162.8,2.178899083
, 2021-12-22,,,4017435,171.99,166.89,0.475073314
, 2021-12-26,,,2726288,172.43,168.78,1.103374196
, 2021-12-27,,,2297204,172.73,167.73,0.939761849
, 2021-12-28,,,1989405,170.4799,165.02,1.226993865
, 2021-12-29,,,2181120,170.85,165.71,1.029570214
, 2021-12-30,,,2595979,170.87,166.08,1.356795829
, 2022-01-02,,,4241965,172.84,165.22,4.466758542
, 2022-01-03,,,4079976,175.9,167.2,1.925712747
, 2022-01-04,,,4804571,175.107,162.24,4.492979866
, 2022-01-05,,,5049594,163.73,156.34,0.336889388
, 2022-01-06,,,5624579,166.88,158.455,4.315868828
, 2022-01-09,,,6973588,161.7,152.1,0.594578997
, 2022-01-10,,,5331629,169.39,159.0776,4.915686641
, 2022-01-11,,,3526775,171.04,165.11,0.411184211
, 2022-01-12,,,4893757,171.99,165.765,2.486649189
, 2022-01-13,,,4144039,167.63,160.24,1.061840121
, 2022-01-17,,,5814071,160.79,153.87,1.414823784
, 2022-01-18,,,5125874,160.23,154.44,1.541401274
, 2022-01-19,,,4941879,165.2,157.35,0.121413055
, 2022-01-20,,,7242250,160.2,152.41,0.054203998
, 2022-01-23,,,14627354,151.16,135.76,1.4
, 2022-01-24,,,5704888,147.38,140.13,0.458651842
, 2022-01-25,,,6990314,152.4,140.0407,4.786147302
, 2022-01-26,,,4493776,145.5479,137.92,3.533593532
, 2022-01-27,,,5604415,143.11,134.3743,3.049550688
, 2022-01-30,,,5463016,153.97,143.81,6.330816807
, 2022-01-31,,,3799303,157.39,152.5,1.023495333
, 2022-02-01,,,3678315,156.51,150.7124,2.91268347
, 2022-02-02,,,4577057,152.18,146.68,1.081300264
, 2022-02-03,,,4687701,157.24,150,3.609964034
, 2022-02-06,,,4690668,160.88,155.95,0.714331271
, 2022-02-07,,,4309070,163.0791,153.44,5.363636364
, 2022-02-08,,,4868311,170.07,165.08,2.515571143
, 2022-02-09,,,8261379,177.06,165.245,4.057611425
, 2022-02-10,,,6464397,176.74,164.83,5.007566652
, 2022-02-13,,,4847552,171.8,165.03,1.818400048
, 2022-02-14,,,11733939,180.6322,172.75,4.134860051
, 2022-02-15,,,22252851,191.73,178,4.680445329
, 2022-02-16,,,7779201,188.98,181.54,0.703082747
, 2022-02-17,,,8848753,182.66,173.62,2.973482747
, 2022-02-21,,,8392599,176.38,161.32,4.00278859
, 2022-02-22,,,9778477,166.655,149.85,9.576327367
, 2022-02-23,,,10354648,158.96,141.1795,12.00283086
, 2022-02-24,,,6173207,159.45,152.91,2.618359915
, 2022-02-27,,,11078496,155.0964,148.3,2.280277375
, 2022-02-28,,,5165768,154.22,149.95,0.318873314
, 2022-03-01,,,5028250,158.08,151.89,3.311909759
, 2022-03-02,,,4045757,159.22,150.99,4.1937725
, 2022-03-03,,,8397063,151.8899,140.46,5.352523712
, 2022-03-06,,,9177270,145.27,131.52,9.248275862
, 2020-03-08,,,1313869,221.5,202.95,3.622288063
, 2020-03-09,,,1006463,229.67,216.85,2.978877054
, 2020-03-10,,,1587963,223.15,199.46,8.6934923
, 2020-03-11,,,1874835,194.4,174.565,1.157877408
, 2020-03-12,,,1240570,195.97,179.05,3.094736842
, 2020-03-15,,,1513767,172.904,161.38,5.232932904
, 2020-03-16,,,1882668,171.68,147.08,2.309133773
, 2020-03-17,,,1613999,163.825,135,8.205806411
, 2020-03-18,,,1832179,146.79,127.88,0.665298323
, 2020-03-19,,,1755861,157.94,142.62,0.089686099
, 2020-03-22,,,1631490,148.66,133,5.832478632
, 2020-03-23,,,1478097,165.8,146.54,10.53300341
, 2020-03-24,,,2143438,194.48,168.01,7.812408288
, 2020-03-25,,,1529335,200.62,182.495,4.778567523
, 2020-03-26,,,1168208,182.01,173.39,1.916897507
, 2020-03-29,,,1222474,180.79,170.33,2.993874864
, 2020-03-30,,,1270930,182.5449,169.76,2.269790438
, 2020-03-31,,,1513289,170.62,153.19,4.198915229
, 2020-04-01,,,1316848,160.7,150.38,1.934610176
, 2020-04-02,,,1464502,158.96,151.37,1.869591068
, 2020-04-05,,,1575071,177.88,164.04,5.800658485
, 2020-04-06,,,1496955,194.745,172.44,7.986294149
, 2020-04-07,,,1805229,185.94,174.43,4.280705723
, 2020-04-08,,,1765901,197.99,181.86,5.068798608
, 2020-04-12,,,1071444,190.43,178.9,1.91190451
, 2020-04-13,,,885256,193.44,187.0351,0.470625562
, 2020-04-14,,,920448,186.87,181.17,0.944484103
, 2020-04-15,,,1110682,187.57,178.7,2.922969263
, 2020-04-16,,,1340517,193.38,183.9901,2.457928545
, 2020-04-19,,,1388165,205,188.39,3.657058545
, 2020-04-20,,,1051092,193.82,184.67,1.999162654
, 2020-04-21,,,1122492,197.255,187.64,0.455735987
, 2020-04-22,,,1013782,195.99,187.755,0.929914889
, 2020-04-23,,,829456,194.22,186.65,1.191291972
, 2020-04-26,,,1009526,196.99,192.41,1.664512794
, 2020-04-27,,,1446149,208,198.25,0.987495038
, 2020-04-28,,,2182374,227.44,205.6,6.864977472
, 2020-04-29,,,2504255,219.94,206.404,0.069767442
, 2020-04-30,,,1341830,209.0248,201.01,2.316416763
, 2020-05-03,,,1158182,210.31,197.135,5.386158475
, 2020-05-04,,,1337116,219.9873,207.58,2.886271589
, 2020-05-05,,,1125775,218.58,209.02,2.672245732
, 2020-05-06,,,1263547,221.99,210.5,2.248065565
, 2020-05-07,,,844239,217.76,207.02,3.341156979
, 2020-05-10,,,941562,217.65,206.43,3.172692697
, 2020-05-11,,,1066975,216.64,206.44,4.584739104
, 2020-05-12,,,1169654,205.07,197.54,1.572065233
, 2020-05-13,,,883955,206.26,195.56,4.795077799
, 2020-05-14,,,950771,205.645,199.56,1.288044559
, 2020-05-17,,,1829762,234.34,210,7.582649472
, 2020-05-18,,,1159604,229.98,224.29,2.201203034
, 2020-05-19,,,1382783,240.722,226.15,3.526625143
, 2020-05-20,,,879385,240.09,232.23,0.408510638
, 2020-05-21,,,967889,245.5013,235.35,2.744172322
, 2020-05-25,,,1220920,255.65,244.65,1.743955608
, 2020-05-26,,,1100959,252.36,238.44,0.019891789
, 2020-05-27,,,855042,254.98,248.0101,1.541014699
, 2020-05-28,,,1461284,252.85,242.6,0.827714297
, 2020-05-31,,,806436,250.85,243.8,1.297808684
, 2020-06-01,,,1248563,263.83,251,4.225769489
, 2020-06-02,,,877620,272.94,263.13,1.264150943
, 2020-06-03,,,913919,271,258.83,2.998769162
, 2020-06-04,,,1860343,288.875,267.05,7.601269367
, 2020-06-07,,,1205842,292.0399,285.21,1.201494883
, 2020-06-08,,,1316408,287.5056,279.42,2.199300699
, 2020-06-09,,,1277900,283.9099,266.61,4.442857143
, 2020-06-10,,,1583273,255,237.2401,6.351202641
, 2020-06-11,,,1305803,257.34,243.94,0.303223747
, 2020-06-14,,,738783,259.83,241.5732,5.649902025
, 2020-06-15,,,804554,273.83,260.02,1.282481452
, 2020-06-16,,,499565,269.1,261.12,2.560386473
, 2020-06-17,,,774818,268,258.39,1.348194109
, 2020-06-18,,,1062433,271.06,257.045,3.029064149
, 2020-06-21,,,641522,262.43,255.79,0.515562345
, 2020-06-22,,,735460,268.8799,262.965,1.634297442
, 2020-06-23,,,988986,265.57,253.29,1.649043784
, 2020-06-24,,,693535,258.31,251.11,0.779047917
, 2020-06-25,,,1452540,265.9,254.69,1.980389877
, 2020-06-28,,,595216,268,259.16,0.429637446
, 2020-06-29,,,862486,275.81,264.37,2.913713579
, 2020-06-30,,,690276,280.605,272.56,0.764631274
, 2020-07-01,,,696283,285.6,276.65,0.279419667
, 2020-07-05,,,787739,288.13,279.9401,0.601794827
, 2020-07-06,,,449372,284.49,274.41,2.54363559
, 2020-07-07,,,551664,279.29,272.25,1.472571533
, 2020-07-08,,,592355,279.81,268.77,1.647109484
, 2020-07-09,,,764181,274,269.93,0.113304094
, 2020-07-12,,,647879,279.46,269.45,1.705888772
, 2020-07-13,,,1604371,299.96,267.63,11.36633958
, 2020-07-14,,,1867185,321.49,302,3.551660517
, 2020-07-15,,,666321,313.7696,305.87,0.061526505
